stage,epoch,lr,train_l1_norm,val_mae,best_val,q_scale
base,1,0.00019,1.196323769665508,2.6402321366244004,2.6402321366244004,0.0
base,2,0.00028000000000000003,0.6168230215471509,1.8897300894577678,1.8897300894577678,0.0
base,3,0.00037000000000000005,0.4166908403228549,1.562930412324554,1.562930412324554,0.0
base,4,0.00046000000000000007,0.33385332658924494,1.5334866074787534,1.5334866074787534,0.0
base,5,0.00055,0.2961091690313868,1.5413492143422942,1.5334866074787534,0.0
base,6,0.00064,0.2699729501107668,1.5969967537768925,1.5334866074787534,0.0
base,7,0.0007300000000000001,0.25386943528204436,1.617666612622352,1.5334866074787534,0.0
base,8,0.0008200000000000001,0.24523194998372888,1.5964276480636475,1.5334866074787534,0.0
base,9,0.0009100000000000002,0.2373971349669279,1.5526163424409,1.5334866074787534,0.0
base,10,0.001,0.22772902286509203,1.3839209143342588,1.3839209143342588,0.0
base,11,0.0009999316524962345,0.2233551447680171,1.2584265799530783,1.2584265799530783,0.0
base,12,0.000999726628670463,0.20992934587651835,1.179412733621939,1.179412733621939,0.0
base,13,0.0009993849845741523,0.20279626474143223,1.0768485806599346,1.0768485806599346,0.0
base,14,0.0009989068136093873,0.19564755008092743,1.052069591909139,1.052069591909139,0.0
base,15,0.000998292246503335,0.19102065012668748,1.1864630515391534,1.052069591909139,0.0
base,16,0.0009975414512725057,0.33235698610687714,1.1637318175310827,1.052069591909139,0.0
base,17,0.0009966546331768192,0.1846882043813407,1.1512162866718514,1.052069591909139,0.0
base,18,0.0009956320346634878,0.17609229300156615,1.1657972431306782,1.052069591909139,0.0
base,19,0.0009944739353007345,0.17147129584796603,1.1862183710599925,1.052069591909139,0.0
base,20,0.0009931806517013615,0.17166424821656495,1.1547966478687903,1.052069591909139,0.0
base,21,0.0009917525374361915,0.17238449565152242,0.9955454227675231,0.9955454227675231,0.0
base,22,0.0009901899829374051,0.17253591321499298,1.0303182518100424,0.9955454227675231,0.0
base,23,0.0009884934153918002,0.17834855559030222,1.1671429291272997,0.9955454227675231,0.0
base,24,0.0009866632986240034,0.17245137750268721,1.188261005425229,0.9955454227675231,0.0
base,25,0.0009847001329696657,0.1721932648129486,1.1316490642778245,0.9955454227675231,0.0
base,26,0.0009826044551386748,0.16318183025822292,1.0241581128750301,0.9955454227675231,0.0
base,27,0.0009803768380684246,0.16651773359477043,0.970994752526584,0.970994752526584,0.0
base,28,0.0009780178907671793,0.16509007808607779,1.0147729273155124,0.970994752526584,0.0
base,29,0.0009755282581475772,0.16268299642682924,0.8759251330447909,0.8759251330447909,0.0
base,30,0.0009729086208503176,0.15522919812898958,0.7505400683239659,0.7505400683239659,0.0
base,31,0.000970159695058081,0.1554828978540208,0.7208670170256316,0.7208670170256316,0.0
base,32,0.0009672822322997309,0.15488609194933234,0.6866222526796967,0.6866222526796967,0.0
base,33,0.0009642770192448539,0.15214567435181378,0.6520478246336472,0.6520478246336472,0.0
base,34,0.0009611448774886927,0.14690778263184873,0.6191823593859259,0.6191823593859259,0.0
base,35,0.000957886663327529,0.14565704891069906,0.5901639185066226,0.5901639185066226,0.0
base,36,0.0009545032675245816,0.15096379495342235,0.6551639577586708,0.5901639185066226,0.0
base,37,0.0009509956150664798,0.3388731449917625,0.7482153351569516,0.5901639185066226,0.0
base,38,0.000947364664910382,0.1472003376933583,0.9263331389870018,0.5901639185066226,0.0
base,39,0.0009436114097218062,0.2846923713371366,0.8783448754415357,0.5901639185066226,0.0
base,40,0.0009397368756032448,0.3405989013019436,0.8545354001795236,0.5901639185066226,0.0
base,41,0.0009357421218136389,0.1464043453496357,0.7369531399520505,0.5901639185066226,0.0
base,42,0.0009316282404787872,0.1412773210110262,0.5382893096596096,0.5382893096596096,0.0
base,43,0.0009273963562927697,0.14127866874605494,0.48635642229485637,0.48635642229485637,0.0
base,44,0.0009230476262104679,0.15378691248187393,0.4203033872967529,0.4203033872967529,0.0
base,45,0.0009185832391312645,0.13731326222611087,0.40072237114052356,0.40072237114052356,0.0
base,46,0.0009140044155740103,0.16754529827629527,0.383291686099667,0.383291686099667,0.0
base,47,0.0009093124073433465,0.16598850914410182,0.3679497028576219,0.3679497028576219,0.0
base,48,0.0009045084971874741,0.13756521209660977,0.3544698752531772,0.3544698752531772,0.0
base,49,0.0008995939984474627,0.1371798857797097,0.34306035504322535,0.34306035504322535,0.0
base,50,0.0008945702546981972,0.13830100377473611,0.33348554786006257,0.33348554786006257,0.0
base,51,0.0008894386393810567,0.131173309968087,0.326495529742796,0.326495529742796,0.0
base,52,0.0008842005554284299,0.13332105321543558,0.3204226055377067,0.3204226055377067,0.0
base,53,0.0008788574348801678,0.3917277515535917,0.3126329090911788,0.3126329090911788,0.0
base,54,0.0008734107384920774,0.1398509706318638,0.30588963843991995,0.30588963843991995,0.0
base,55,0.0008678619553365663,0.13122086998308452,0.29959027227582363,0.29959027227582363,0.0
base,56,0.000862212602395545,0.13636165458048682,0.29257668703874207,0.29257668703874207,0.0
base,57,0.000856464224145699,0.13230241522811417,0.28660077643414517,0.28660077643414517,0.0
base,58,0.0008506183921362446,0.12935575191935278,0.28073023372056205,0.28073023372056205,0.0
base,59,0.0008446767045592834,0.12952661436547436,0.2746995052485476,0.2746995052485476,0.0
base,60,0.0008386407858128711,0.15257969165314395,0.2689485962507713,0.2689485962507713,0.0
base,61,0.0008325122860569247,0.12590884519632026,0.26327042713411664,0.26327042713411664,0.0
base,62,0.0008262928807620847,0.1283970942698988,0.2585778542180168,0.2585778542180168,0.0
base,63,0.0008199842702516587,0.12275278136028224,0.254980745150082,0.254980745150082,0.0
base,64,0.0008135881792367689,0.12258370778984883,0.2507029138445663,0.2507029138445663,0.0
