tag,val_mae,test_mae,q_scale,best_epoch,ckpt_path,log_path,diag_path
t0_qv8_h256_L4_p4_Lq2_z+zz_split0_train2,0.19030325636717554,0.1881316672476451,-0.3067949116230011,26,runs_qgine_v9/target0/qgine_v10_full_20260301_004549/split0/train2/best_t0_qv8_h256_L4_p4_Lq2_z+zz_split0_train2.pt,runs_qgine_v9/target0/qgine_v10_full_20260301_004549/split0/train2/log_t0_qv8_h256_L4_p4_Lq2_z+zz_split0_train2.csv,runs_qgine_v9/target0/qgine_v10_full_20260301_004549/split0/train2/qdiag_t0_qv8_h256_L4_p4_Lq2_z+zz_split0_train2.csv
