stage,epoch,lr,train_l1_norm,val_mae,best_val,q_scale
base,1,0.00019,1.4534106791989843,7.072480600962515,7.072480600962515,0.0
base,2,0.00028000000000000003,0.9243975568872831,5.341671140152207,5.341671140152207,0.0
base,3,0.00037000000000000005,0.6605750667313539,4.0723406593342,4.0723406593342,0.0
base,4,0.00046000000000000007,0.5611714006454347,3.1727949779696814,3.1727949779696814,0.0
base,5,0.00055,0.5075324119039425,2.5967497947720277,2.5967497947720277,0.0
base,6,0.00064,0.4733278006144386,2.2391877635433013,2.2391877635433013,0.0
base,7,0.0007300000000000001,0.46537671546218756,2.0304323281114147,2.0304323281114147,0.0
base,8,0.0008200000000000001,0.453795823987212,2.0684444483181372,2.0304323281114147,0.0
base,9,0.0009100000000000002,0.419912316128902,2.020649448771784,2.020649448771784,0.0
base,10,0.001,0.4331924308333149,1.8355691655097839,1.8355691655097839,0.0
base,11,0.0009999316524962345,0.44172193779362584,1.6493935634954473,1.6493935634954473,0.0
base,12,0.000999726628670463,0.43010034218919135,1.485672409942844,1.485672409942844,0.0
base,13,0.0009993849845741523,0.385036090725033,1.3744125436189332,1.3744125436189332,0.0
base,14,0.0009989068136093873,0.36468762955488454,1.3058166177340407,1.3058166177340407,0.0
base,15,0.000998292246503335,0.339663600052368,1.2368298998340448,1.2368298998340448,0.0
base,16,0.0009975414512725057,0.3718429159349981,1.1884269094755096,1.1884269094755096,0.0
base,17,0.0009966546331768192,0.38507691064003385,1.163268148994752,1.163268148994752,0.0
base,18,0.0009956320346634878,0.3663107912984908,1.1397930137391104,1.1397930137391104,0.0
base,19,0.0009944739353007345,0.37063969685735576,1.1396492450215223,1.1396492450215223,0.0
base,20,0.0009931806517013615,0.3236891663325978,1.1725763890809406,1.1396492450215223,0.0
base,21,0.0009917525374361915,0.45780870932773887,1.2121987736827415,1.1396492450215223,0.0
base,22,0.0009901899829374051,0.36447047979507496,1.2594217144275746,1.1396492450215223,0.0
base,23,0.0009884934153918002,0.43898670968181686,1.2829740376025267,1.1396492450215223,0.0
base,24,0.0009866632986240034,0.3413536875886508,1.3184876471477702,1.1396492450215223,0.0
base,25,0.0009847001329696657,0.38983750106188936,1.3320185827441713,1.1396492450215223,0.0
base,26,0.0009826044551386748,0.5031363485234507,1.3216677412549025,1.1396492450215223,0.0
base,27,0.0009803768380684246,0.3875408690611558,1.2922590154122844,1.1396492450215223,0.0
base,28,0.0009780178907671793,0.3372622798736203,1.2892612386422266,1.1396492450215223,0.0
base,29,0.0009755282581475772,0.5859906052168125,1.2848088577108392,1.1396492450215223,0.0
base,30,0.0009729086208503176,0.5001672029262889,1.2807562199060245,1.1396492450215223,0.0
base,31,0.000970159695058081,1.074475796253849,1.285180552330329,1.1396492450215223,0.0
base,32,0.0009672822322997309,0.3031791891835201,1.2767878801170442,1.1396492450215223,0.0
base,33,0.0009642770192448539,0.3297813867339025,1.2717429819087374,1.1396492450215223,0.0
base,34,0.0009611448774886927,0.39913153760451237,1.273707363225174,1.1396492450215223,0.0
base,35,0.000957886663327529,0.5873195547845435,1.2889176773786235,1.1396492450215223,0.0
base,36,0.0009545032675245816,0.3097821810504653,1.3011699024256713,1.1396492450215223,0.0
base,37,0.0009509956150664798,0.5831005046452932,1.3009734246687614,1.1396492450215223,0.0
base,38,0.000947364664910382,0.42144686411455445,1.3049842754580656,1.1396492450215223,0.0
base,39,0.0009436114097218062,0.26703722634547294,1.301899079344173,1.1396492450215223,0.0
base,40,0.0009397368756032448,0.7139876040842958,1.2897371894074245,1.1396492450215223,0.0
base,41,0.0009357421218136389,0.4652092642526893,1.2784212551686975,1.1396492450215223,0.0
base,42,0.0009316282404787872,0.5137245417857657,1.2634730380964436,1.1396492450215223,0.0
base,43,0.0009273963562927697,2.0891803593038007,1.2513106090344759,1.1396492450215223,0.0
base,44,0.0009230476262104679,0.2604823311625531,1.237568878101517,1.1396492450215223,0.0
base,45,0.0009185832391312645,0.33558705136115,1.2251275311931962,1.1396492450215223,0.0
base,46,0.0009140044155740103,0.287237314401868,1.2105099967356479,1.1396492450215223,0.0
base,47,0.0009093124073433465,0.35454545174339885,1.1984988280158337,1.1396492450215223,0.0
base,48,0.0009045084971874741,0.263900068549901,1.1904389613868174,1.1396492450215223,0.0
base,49,0.0008995939984474627,0.24357769848610988,1.17583973677636,1.1396492450215223,0.0
quantum,1,5.699999999999999e-05,0.2569212699614378,0.2359849946866804,0.2359849946866804,-0.009487558156251907
quantum,2,8.4e-05,0.2561922796724915,0.23610908314693888,0.2359849946866804,-0.033146120607852936
quantum,3,0.00011099999999999999,0.2437957980522894,0.23594070259041172,0.23594070259041172,-0.07038375735282898
quantum,4,0.000138,0.2224370936575463,0.23576666850849803,0.23576666850849803,-0.10596637427806854
quantum,5,0.000165,0.20878839389948745,0.23552658021573053,0.23552658021573053,-0.12310551851987839
quantum,6,0.00019199999999999998,0.20642782068463045,0.23517223484406985,0.23517223484406985,-0.1310514360666275
quantum,7,0.00021899999999999998,0.20350378327715754,0.23472174717583058,0.23472174717583058,-0.13812047243118286
quantum,8,0.000246,0.20284620378097246,0.2340472921960299,0.2340472921960299,-0.14527565240859985
quantum,9,0.000273,0.20063920329331095,0.2334735872985518,0.2334735872985518,-0.15296098589897156
quantum,10,0.0003,0.19888275733264152,0.2326789667306941,0.2326789667306941,-0.16367529332637787
quantum,11,0.0002997040092642407,0.19613545533714696,0.23181943733794402,0.23181943733794402,-0.17172455787658691
quantum,12,0.0002988172051971717,0.19415978116265845,0.23071556554915462,0.23071556554915462,-0.17991216480731964
quantum,13,0.0002973430876093033,0.1944116553809768,0.22972670026413392,0.22972670026413392,-0.18256857991218567
quantum,14,0.00029528747416929463,0.19407053970055033,0.22858419172681635,0.22858419172681635,-0.18351182341575623
quantum,15,0.00029265847744427303,0.19221295184346684,0.22742316938454357,0.22742316938454357,-0.19332031905651093
quantum,16,0.0002894664728832377,0.19128908531992733,0.2261778828493273,0.2261778828493273,-0.1945667713880539
quantum,17,0.000285724057869903,0.19269604055303632,0.22493138350105008,0.22493138350105008,-0.18949559330940247
quantum,18,0.00028144600200657956,0.19236547705422463,0.22367975721480987,0.22367975721480987,-0.19873987138271332
